"","clientId","sex","orderdate","cart","to","ord"
"421",118,"female",2012-01-12,"a;b",2012-02-09,"ord1"
"422",118,"female",2012-02-10,"a;c",2012-02-10,"ord2"
"423",118,"female",2012-02-11,"a;c",2012-03-03,"ord3"
"424",118,"female",2012-03-04,"nopurch",2012-04-01,"ord4"
"425",119,"female",2012-01-12,"a;b",2012-01-29,"ord1"
"426",119,"female",2012-01-30,"a;c",2012-02-25,"ord2"
"427",119,"female",2012-02-26,"nopurch",2012-04-01,"ord3"
"428",120,"female",2012-02-03,"a;b",2012-02-14,"ord1"
"429",120,"female",2012-02-15,"a;b",2012-02-18,"ord2"
"430",120,"female",2012-02-19,"a;b",2012-02-28,"ord3"
"431",120,"female",2012-02-29,"a;b;c",2012-03-12,"ord4"
"432",120,"female",2012-03-13,"nopurch",2012-04-01,"ord5"
"433",121,"female",2012-02-02,"a;c",2012-02-04,"ord1"
"434",121,"female",2012-02-05,"a;c",2012-02-05,"ord2"
"435",121,"female",2012-02-06,"a;b",2012-02-08,"ord3"
"436",121,"female",2012-02-09,"a;b",2012-03-20,"ord4"
"437",121,"female",2012-03-21,"a;b;c",2012-03-31,"ord5"
"438",122,"male",2012-03-30,"a;b",2012-03-31,"ord1"
"439",123,"female",2012-01-16,"a;b;c",2012-02-02,"ord1"
"440",123,"female",2012-02-03,"a;c",2012-03-27,"ord2"
"441",123,"female",2012-03-28,"a;b;c",2012-03-31,"ord3"
"442",124,"female",2012-01-14,"a;c",2012-01-25,"ord1"
"443",124,"female",2012-01-26,"a;b",2012-02-09,"ord2"
"444",124,"female",2012-02-10,"a;b;c",2012-02-21,"ord3"
"445",124,"female",2012-02-22,"a;b",2012-03-12,"ord4"
"446",124,"female",2012-03-13,"nopurch",2012-04-01,"ord5"
"447",125,"female",2012-01-05,"a;b",2012-02-24,"ord1"
"448",125,"female",2012-02-25,"a",2012-03-31,"ord2"
"449",126,"male",2012-02-14,"a;b;c",2012-03-14,"ord1"
"450",126,"male",2012-03-15,"nopurch",2012-04-01,"ord2"
"451",127,"female",2012-01-17,"a",2012-02-24,"ord1"
"452",127,"female",2012-02-25,"a;c",2012-03-31,"ord2"
"453",128,"male",2012-02-15,"a",2012-02-29,"ord1"
"454",128,"male",2012-03-01,"a;b;c",2012-03-09,"ord2"
"455",128,"male",2012-03-10,"a;c",2012-03-27,"ord3"
"456",128,"male",2012-03-28,"nopurch",2012-04-01,"ord4"
"457",129,"male",2012-01-19,"a;b;c",2012-02-13,"ord1"
"458",129,"male",2012-02-14,"a;b",2012-03-28,"ord2"
"459",129,"male",2012-03-29,"a;b",2012-03-31,"ord3"
"460",131,"male",2012-01-05,"a;b;c",2012-02-13,"ord1"
"461",131,"male",2012-02-14,"a;b",2012-03-26,"ord2"
"462",131,"male",2012-03-27,"a;b",2012-03-27,"ord3"
"463",131,"male",2012-03-28,"a;b;c",2012-03-31,"ord4"
"464",132,"female",2012-01-16,"a;b",2012-01-21,"ord1"
"465",132,"female",2012-01-22,"a;b",2012-01-30,"ord2"
"466",132,"female",2012-01-31,"a;b",2012-03-12,"ord3"
"467",132,"female",2012-03-13,"a",2012-03-31,"ord4"
"468",133,"male",2012-02-23,"a",2012-03-27,"ord1"
"469",133,"male",2012-03-28,"a;b;c",2012-03-31,"ord2"
"470",134,"female",2012-02-01,"a;b;c",2012-02-24,"ord1"
"471",134,"female",2012-02-25,"a;b;c",2012-03-03,"ord2"
"472",134,"female",2012-03-04,"a;b",2012-03-23,"ord3"
"473",134,"female",2012-03-24,"b;c",2012-03-31,"ord4"
"474",135,"male",2012-01-04,"a;b",2012-02-02,"ord1"
"475",135,"male",2012-02-03,"nopurch",2012-04-01,"ord2"
"476",136,"male",2012-02-15,"a;b;c",2012-02-21,"ord1"
"477",136,"male",2012-02-22,"a;b",2012-03-13,"ord2"
"478",136,"male",2012-03-14,"a;b;c",2012-03-16,"ord3"
"479",136,"male",2012-03-17,"a;b",2012-03-31,"ord4"
"480",137,"male",2012-01-03,"a;b;c",2012-02-04,"ord1"
"481",137,"male",2012-02-05,"a;b;c",2012-02-09,"ord2"
"482",137,"male",2012-02-10,"a;b",2012-02-14,"ord3"
"483",137,"male",2012-02-15,"a;b",2012-03-10,"ord4"
"484",137,"male",2012-03-11,"a",2012-03-31,"ord5"
"485",138,"female",2012-01-14,"a;b",2012-02-23,"ord1"
"486",138,"female",2012-02-24,"a;b",2012-03-11,"ord2"
"487",138,"female",2012-03-12,"a;b",2012-03-31,"ord3"
"488",139,"female",2012-01-23,"a",2012-02-04,"ord1"
"489",139,"female",2012-02-05,"b",2012-02-22,"ord2"
"490",139,"female",2012-02-23,"a;b;c",2012-03-02,"ord3"
"491",139,"female",2012-03-03,"a;b",2012-03-22,"ord4"
"492",139,"female",2012-03-23,"nopurch",2012-04-01,"ord5"
"493",140,"male",2012-01-07,"a;b;c",2012-02-05,"ord1"
"494",140,"male",2012-02-06,"a;c",2012-02-10,"ord2"
"495",140,"male",2012-02-11,"a",2012-02-13,"ord3"
"496",140,"male",2012-02-14,"a;b",2012-03-23,"ord4"
"497",140,"male",2012-03-24,"a",2012-03-31,"ord5"
"498",141,"female",2012-02-01,"b;c",2012-02-22,"ord1"
"499",141,"female",2012-02-23,"a;b",2012-03-24,"ord2"
"500",141,"female",2012-03-25,"a",2012-03-31,"ord3"
"501",142,"male",2012-03-09,"a;b;c",2012-03-15,"ord1"
"502",142,"male",2012-03-16,"a;b",2012-03-25,"ord2"
"503",142,"male",2012-03-26,"nopurch",2012-04-01,"ord3"
"504",143,"female",2012-01-25,"b",2012-03-12,"ord1"
"505",143,"female",2012-03-13,"b;c",2012-03-20,"ord2"
"506",143,"female",2012-03-21,"a;b;c",2012-03-31,"ord3"
"507",144,"male",2012-01-07,"a;b;c",2012-01-20,"ord1"
"508",144,"male",2012-01-21,"a;c",2012-02-08,"ord2"
"509",144,"male",2012-02-09,"a;b",2012-03-04,"ord3"
"510",144,"male",2012-03-05,"nopurch",2012-04-01,"ord4"
"511",145,"female",2012-03-18,"a;b",2012-03-31,"ord1"
"512",146,"female",2012-01-28,"a;b",2012-02-20,"ord1"
"513",146,"female",2012-02-21,"a;b;c",2012-03-27,"ord2"
"514",146,"female",2012-03-28,"nopurch",2012-04-01,"ord3"
"515",147,"male",2012-01-26,"a;b;c",2012-02-19,"ord1"
"516",147,"male",2012-02-20,"a",2012-02-20,"ord2"
"517",147,"male",2012-02-21,"a;b",2012-03-08,"ord3"
"518",147,"male",2012-03-09,"a;c",2012-03-11,"ord4"
"519",147,"male",2012-03-12,"a;b",2012-03-28,"ord5"
"520",147,"male",2012-03-29,"a",2012-03-31,"ord6"
"521",148,"female",2012-02-09,"a;b",2012-02-17,"ord1"
"522",148,"female",2012-02-18,"a;b",2012-02-27,"ord2"
"523",148,"female",2012-02-28,"a;b;c",2012-03-07,"ord3"
"524",148,"female",2012-03-08,"a;b;c",2012-03-17,"ord4"
"525",148,"female",2012-03-18,"a;b;c",2012-03-31,"ord5"
"526",149,"female",2012-01-05,"a;b",2012-01-10,"ord1"
"527",149,"female",2012-01-11,"a;b",2012-03-06,"ord2"
"528",149,"female",2012-03-07,"a;b",2012-03-31,"ord3"
"529",150,"female",2012-02-07,"a",2012-03-07,"ord1"
"530",150,"female",2012-03-08,"nopurch",2012-04-01,"ord2"
"531",151,"female",2012-01-28,"a;b;c",2012-02-25,"ord1"
"532",151,"female",2012-02-26,"a;b;c",2012-03-10,"ord2"
"533",151,"female",2012-03-11,"a;b;c",2012-03-31,"ord3"
"534",152,"male",2012-01-04,"a;b;c",2012-01-19,"ord1"
"535",152,"male",2012-01-20,"a;b;c",2012-02-06,"ord2"
"536",152,"male",2012-02-07,"a;b;c",2012-03-03,"ord3"
"537",152,"male",2012-03-04,"nopurch",2012-04-01,"ord4"
"538",153,"female",2012-01-30,"a;b;c",2012-02-28,"ord1"
"539",153,"female",2012-02-29,"nopurch",2012-04-01,"ord2"
"540",154,"female",2012-03-01,"a;b;c",2012-03-09,"ord1"
"541",154,"female",2012-03-10,"a;b;c",2012-03-25,"ord2"
"542",154,"female",2012-03-26,"a;b",2012-03-31,"ord3"
"543",155,"female",2012-01-05,"a;b",2012-03-10,"ord1"
"544",155,"female",2012-03-11,"a;b",2012-03-31,"ord2"
"545",156,"male",2012-01-05,"a;c",2012-02-18,"ord1"
"546",156,"male",2012-02-19,"a;b;c",2012-02-27,"ord2"
"547",156,"male",2012-02-28,"a;c",2012-03-20,"ord3"
"548",156,"male",2012-03-21,"c",2012-03-31,"ord4"
"549",157,"female",2012-02-09,"a",2012-02-10,"ord1"
"550",157,"female",2012-02-11,"a;b",2012-02-22,"ord2"
"551",157,"female",2012-02-23,"a;c",2012-02-28,"ord3"
"552",157,"female",2012-02-29,"a",2012-03-09,"ord4"
"553",157,"female",2012-03-10,"nopurch",2012-04-01,"ord5"
"554",158,"male",2012-02-08,"a;c",2012-03-27,"ord1"
"555",158,"male",2012-03-28,"b;c",2012-03-31,"ord2"
"556",159,"female",2012-01-03,"b",2012-01-05,"ord1"
"557",159,"female",2012-01-06,"a",2012-01-06,"ord2"
"558",159,"female",2012-01-07,"a;b;c",2012-01-21,"ord3"
"559",159,"female",2012-01-22,"a;b",2012-01-30,"ord4"
"560",159,"female",2012-01-31,"a;b;c",2012-02-10,"ord5"
"561",159,"female",2012-02-11,"a;b;c",2012-02-28,"ord6"
"562",159,"female",2012-02-29,"a",2012-03-13,"ord7"
"563",159,"female",2012-03-14,"nopurch",2012-04-01,"ord8"
"564",160,"female",2012-01-30,"a;b",2012-03-16,"ord1"
"565",160,"female",2012-03-17,"a;b",2012-03-19,"ord2"
"566",160,"female",2012-03-20,"b;c",2012-03-24,"ord3"
"567",160,"female",2012-03-25,"a;b",2012-03-31,"ord4"
"568",161,"female",2012-01-27,"a;b",2012-03-07,"ord1"
"569",161,"female",2012-03-08,"b;c",2012-03-27,"ord2"
"570",161,"female",2012-03-28,"a;b;c",2012-03-30,"ord3"
"571",161,"female",2012-03-31,"a;b",2012-03-31,"ord4"
"572",163,"female",2012-02-18,"a;c",2012-03-18,"ord1"
"573",163,"female",2012-03-19,"nopurch",2012-04-01,"ord2"
"574",164,"female",2012-02-21,"a;b",2012-02-23,"ord1"
"575",164,"female",2012-02-24,"a;c",2012-02-27,"ord2"
"576",164,"female",2012-02-28,"nopurch",2012-04-01,"ord3"
"577",165,"male",2012-02-08,"a",2012-02-15,"ord1"
"578",165,"male",2012-02-16,"a;b",2012-02-26,"ord2"
"579",165,"male",2012-02-27,"a;b;c",2012-03-04,"ord3"
"580",165,"male",2012-03-05,"a;b;c",2012-03-08,"ord4"
"581",165,"male",2012-03-09,"a",2012-03-19,"ord5"
"582",165,"male",2012-03-20,"nopurch",2012-04-01,"ord6"
"583",166,"female",2012-02-18,"a;b",2012-02-20,"ord1"
"584",166,"female",2012-02-21,"a;b",2012-03-17,"ord2"
"585",166,"female",2012-03-18,"a",2012-03-23,"ord3"
"586",166,"female",2012-03-24,"a",2012-03-31,"ord4"
"587",167,"female",2012-01-28,"a;b;c",2012-02-07,"ord1"
"588",167,"female",2012-02-08,"a;b;c",2012-02-23,"ord2"
"589",167,"female",2012-02-24,"nopurch",2012-04-01,"ord3"
"590",168,"female",2012-01-07,"c",2012-02-01,"ord1"
"591",168,"female",2012-02-02,"a;b;c",2012-02-22,"ord2"
"592",168,"female",2012-02-23,"a;b",2012-03-27,"ord3"
"593",168,"female",2012-03-28,"a;c",2012-03-31,"ord4"
"594",169,"female",2012-02-28,"a",2012-03-02,"ord1"
"595",169,"female",2012-03-03,"a;b",2012-03-08,"ord2"
"596",169,"female",2012-03-09,"nopurch",2012-04-01,"ord3"
"597",170,"female",2012-01-11,"a;c",2012-01-23,"ord1"
"598",170,"female",2012-01-24,"a;c",2012-02-03,"ord2"
"599",170,"female",2012-02-04,"a;b;c",2012-02-16,"ord3"
"600",170,"female",2012-02-17,"a;b;c",2012-03-26,"ord4"
"601",170,"female",2012-03-27,"a;b",2012-03-31,"ord5"
"602",171,"female",2012-01-03,"a;b",2012-01-14,"ord1"
"603",171,"female",2012-01-15,"a;b",2012-03-21,"ord2"
"604",171,"female",2012-03-22,"b",2012-03-27,"ord3"
"605",171,"female",2012-03-28,"a;b",2012-03-31,"ord4"
"606",172,"female",2012-01-20,"a;b",2012-02-27,"ord1"
"607",172,"female",2012-02-28,"a;c",2012-03-02,"ord2"
"608",172,"female",2012-03-03,"a;b",2012-03-31,"ord3"
"609",173,"female",2012-01-25,"a",2012-03-10,"ord1"
"610",173,"female",2012-03-11,"a;b",2012-03-12,"ord2"
"611",173,"female",2012-03-13,"a;b",2012-03-13,"ord3"
"612",173,"female",2012-03-14,"a;b;c",2012-03-14,"ord4"
"613",173,"female",2012-03-15,"a;c",2012-03-31,"ord5"
"614",174,"female",2012-01-03,"b",2012-01-23,"ord1"
"615",174,"female",2012-01-24,"a;b;c",2012-02-10,"ord2"
"616",174,"female",2012-02-11,"a;b;c",2012-03-10,"ord3"
"617",174,"female",2012-03-11,"nopurch",2012-04-01,"ord4"
"618",175,"male",2012-01-09,"a;b",2012-01-27,"ord1"
"619",175,"male",2012-01-28,"a;b;c",2012-02-13,"ord2"
"620",175,"male",2012-02-14,"b",2012-02-16,"ord3"
"621",175,"male",2012-02-17,"a;c",2012-03-14,"ord4"
"622",175,"male",2012-03-15,"a;c",2012-03-31,"ord5"
"623",176,"female",2012-01-02,"a;b",2012-01-03,"ord1"
"624",176,"female",2012-01-04,"a;b",2012-01-09,"ord2"
"625",176,"female",2012-01-10,"a",2012-03-15,"ord3"
"626",176,"female",2012-03-16,"a;c",2012-03-31,"ord4"
"627",177,"female",2012-01-31,"a;b;c",2012-02-22,"ord1"
"628",177,"female",2012-02-23,"a;b",2012-03-15,"ord2"
"629",177,"female",2012-03-16,"a;b",2012-03-26,"ord3"
"630",177,"female",2012-03-27,"a;b;c",2012-03-31,"ord4"
"631",178,"female",2012-01-10,"a;b;c",2012-01-12,"ord1"
"632",178,"female",2012-01-13,"a;b",2012-03-02,"ord2"
"633",178,"female",2012-03-03,"a;b",2012-03-08,"ord3"
"634",178,"female",2012-03-09,"a;b",2012-03-23,"ord4"
"635",178,"female",2012-03-24,"b",2012-03-31,"ord5"
"636",179,"female",2012-01-07,"a;b;c",2012-01-20,"ord1"
"637",179,"female",2012-01-21,"a;b",2012-03-02,"ord2"
"638",179,"female",2012-03-03,"a;b;c",2012-03-16,"ord3"
"639",179,"female",2012-03-17,"a;c",2012-03-31,"ord4"
"640",180,"female",2012-01-27,"a;b",2012-02-16,"ord1"
"641",180,"female",2012-02-17,"a;b;c",2012-03-13,"ord2"
"642",180,"female",2012-03-14,"a;b;c",2012-03-31,"ord3"
"643",181,"male",2012-02-02,"a;b",2012-02-12,"ord1"
"644",181,"male",2012-02-13,"b;c",2012-02-13,"ord2"
"645",181,"male",2012-02-14,"a;b",2012-03-24,"ord3"
"646",181,"male",2012-03-25,"a",2012-03-31,"ord4"
"647",182,"female",2012-01-03,"a;c",2012-01-06,"ord1"
"648",182,"female",2012-01-07,"a;b",2012-01-19,"ord2"
"649",182,"female",2012-01-20,"a;b",2012-02-01,"ord3"
"650",182,"female",2012-02-02,"nopurch",2012-04-01,"ord4"
"651",183,"female",2012-01-11,"a;b;c",2012-02-11,"ord1"
"652",183,"female",2012-02-12,"a;b",2012-03-30,"ord2"
"653",183,"female",2012-03-31,"nopurch",2012-04-01,"ord3"
"654",184,"male",2012-01-02,"a;b",2012-01-05,"ord1"
"655",184,"male",2012-01-06,"a;b;c",2012-02-10,"ord2"
"656",184,"male",2012-02-11,"a;b",2012-03-04,"ord3"
"657",184,"male",2012-03-05,"c",2012-03-06,"ord4"
"658",184,"male",2012-03-07,"a",2012-03-30,"ord5"
"659",184,"male",2012-03-31,"nopurch",2012-04-01,"ord6"
"660",185,"female",2012-01-24,"b;c",2012-02-22,"ord1"
"661",185,"female",2012-02-23,"nopurch",2012-04-01,"ord2"
"662",186,"female",2012-01-25,"a;b",2012-02-21,"ord1"
"663",186,"female",2012-02-22,"a;b",2012-03-31,"ord2"
"664",187,"male",2012-01-04,"a;b;c",2012-01-13,"ord1"
"665",187,"male",2012-01-14,"a;b",2012-02-01,"ord2"
"666",187,"male",2012-02-02,"a;b",2012-02-04,"ord3"
"667",187,"male",2012-02-05,"a;b",2012-03-10,"ord4"
"668",187,"male",2012-03-11,"a;b",2012-03-31,"ord5"
"669",188,"male",2012-01-04,"a;b;c",2012-01-05,"ord1"
"670",188,"male",2012-01-06,"a;b;c",2012-02-01,"ord2"
"671",188,"male",2012-02-02,"a;b;c",2012-03-16,"ord3"
"672",188,"male",2012-03-17,"a;b",2012-03-18,"ord4"
"673",188,"male",2012-03-19,"a",2012-03-31,"ord5"
"674",189,"male",2012-01-10,"a;c",2012-02-06,"ord1"
"675",189,"male",2012-02-07,"a;b",2012-02-07,"ord2"
"676",189,"male",2012-02-08,"a;c",2012-03-19,"ord3"
"677",189,"male",2012-03-20,"a;b",2012-03-31,"ord4"
"678",190,"male",2012-01-19,"a;c",2012-02-29,"ord1"
"679",190,"male",2012-03-01,"a",2012-03-26,"ord2"
"680",190,"male",2012-03-27,"a;b",2012-03-31,"ord3"
"681",191,"female",2012-02-06,"a;b",2012-02-12,"ord1"
"682",191,"female",2012-02-13,"a;b;c",2012-03-15,"ord2"
"683",191,"female",2012-03-16,"a;b",2012-03-31,"ord3"
"684",192,"female",2012-01-18,"b",2012-02-08,"ord1"
"685",192,"female",2012-02-09,"a;b;c",2012-02-15,"ord2"
"686",192,"female",2012-02-16,"a;b;c",2012-03-19,"ord3"
"687",192,"female",2012-03-20,"a;c",2012-03-26,"ord4"
"688",192,"female",2012-03-27,"a;b",2012-03-31,"ord5"
"689",193,"male",2012-01-21,"a;b",2012-01-21,"ord1"
"690",193,"male",2012-01-22,"a",2012-01-26,"ord2"
"691",193,"male",2012-01-27,"a;b;c",2012-01-30,"ord3"
"692",193,"male",2012-01-31,"nopurch",2012-04-01,"ord4"
"693",194,"female",2012-01-03,"a;b",2012-02-28,"ord1"
"694",194,"female",2012-02-29,"a;b",2012-03-07,"ord2"
"695",194,"female",2012-03-08,"a;b;c",2012-03-14,"ord3"
"696",194,"female",2012-03-15,"a",2012-03-30,"ord4"
"697",194,"female",2012-03-31,"a;b",2012-03-31,"ord5"
"698",195,"female",2012-01-04,"a;b",2012-02-11,"ord1"
"699",195,"female",2012-02-12,"a;b",2012-03-14,"ord2"
"700",195,"female",2012-03-15,"a",2012-03-31,"ord3"
"701",196,"female",2012-01-16,"a",2012-02-10,"ord1"
"702",196,"female",2012-02-11,"a;b",2012-02-11,"ord2"
"703",196,"female",2012-02-12,"a;c",2012-02-14,"ord3"
"704",196,"female",2012-02-15,"a;b",2012-03-02,"ord4"
"705",196,"female",2012-03-03,"a;b",2012-03-20,"ord5"
"706",196,"female",2012-03-21,"nopurch",2012-04-01,"ord6"
"707",198,"female",2012-01-17,"a",2012-02-03,"ord1"
"708",198,"female",2012-02-04,"b",2012-02-16,"ord2"
"709",198,"female",2012-02-17,"a;c",2012-03-17,"ord3"
"710",198,"female",2012-03-18,"b",2012-03-22,"ord4"
"711",198,"female",2012-03-23,"a;b;c",2012-03-31,"ord5"
"712",199,"female",2012-02-09,"a;c",2012-02-16,"ord1"
"713",199,"female",2012-02-17,"a;b",2012-03-13,"ord2"
"714",199,"female",2012-03-14,"a;b",2012-03-31,"ord3"
"715",200,"female",2012-01-05,"a;b",2012-03-04,"ord1"
"716",200,"female",2012-03-05,"a;b",2012-03-31,"ord2"
"717",201,"female",2012-01-05,"a;c",2012-01-27,"ord1"
"718",201,"female",2012-01-28,"a;b;c",2012-02-27,"ord2"
"719",201,"female",2012-02-28,"a;b;c",2012-03-31,"ord3"
"720",202,"female",2012-02-08,"a;b",2012-02-27,"ord1"
"721",202,"female",2012-02-28,"a;b;c",2012-02-28,"ord2"
"722",202,"female",2012-02-29,"a;b",2012-03-15,"ord3"
"723",202,"female",2012-03-16,"nopurch",2012-04-01,"ord4"
"724",203,"male",2012-03-09,"a;b",2012-03-14,"ord1"
"725",203,"male",2012-03-15,"a",2012-03-28,"ord2"
"726",203,"male",2012-03-29,"a;b;c",2012-03-31,"ord3"
"727",204,"male",2012-01-03,"a",2012-01-21,"ord1"
"728",204,"male",2012-01-22,"a;b;c",2012-02-16,"ord2"
"729",204,"male",2012-02-17,"a;c",2012-02-26,"ord3"
"730",204,"male",2012-02-27,"b",2012-03-25,"ord4"
"731",204,"male",2012-03-26,"nopurch",2012-04-01,"ord5"
"732",206,"female",2012-01-09,"a;c",2012-02-01,"ord1"
"733",206,"female",2012-02-02,"a;b;c",2012-02-15,"ord2"
"734",206,"female",2012-02-16,"a;b",2012-02-28,"ord3"
"735",206,"female",2012-02-29,"a;b;c",2012-03-20,"ord4"
"736",206,"female",2012-03-21,"a;b;c",2012-03-31,"ord5"
"737",207,"male",2012-01-05,"a;b",2012-01-15,"ord1"
"738",207,"male",2012-01-16,"a;c",2012-01-31,"ord2"
"739",207,"male",2012-02-01,"nopurch",2012-04-01,"ord3"
"740",208,"female",2012-01-31,"a",2012-02-01,"ord1"
"741",208,"female",2012-02-02,"a;b;c",2012-02-24,"ord2"
"742",208,"female",2012-02-25,"a;b;c",2012-03-14,"ord3"
"743",208,"female",2012-03-15,"nopurch",2012-04-01,"ord4"
"744",209,"male",2012-01-06,"a;b;c",2012-01-30,"ord1"
"745",209,"male",2012-01-31,"a;b",2012-03-08,"ord2"
"746",209,"male",2012-03-09,"nopurch",2012-04-01,"ord3"
"747",210,"male",2012-01-19,"a",2012-03-27,"ord1"
"748",210,"male",2012-03-28,"a;b;c",2012-03-28,"ord2"
"749",210,"male",2012-03-29,"a;b",2012-03-31,"ord3"
"750",211,"male",2012-01-05,"a;c",2012-01-23,"ord1"
"751",211,"male",2012-01-24,"a;b;c",2012-02-02,"ord2"
"752",211,"male",2012-02-03,"a;b;c",2012-02-28,"ord3"
"753",211,"male",2012-02-29,"a",2012-03-27,"ord4"
"754",211,"male",2012-03-28,"nopurch",2012-04-01,"ord5"
"755",212,"female",2012-02-23,"a;b",2012-02-26,"ord1"
"756",212,"female",2012-02-27,"a;b",2012-02-27,"ord2"
"757",212,"female",2012-02-28,"a;b;c",2012-03-02,"ord3"
"758",212,"female",2012-03-03,"nopurch",2012-04-01,"ord4"
"759",213,"female",2012-02-11,"a;b;c",2012-03-26,"ord1"
"760",213,"female",2012-03-27,"a;b;c",2012-03-27,"ord2"
"761",213,"female",2012-03-28,"a;b;c",2012-03-31,"ord3"
"762",214,"female",2012-01-13,"a;b;c",2012-03-18,"ord1"
"763",214,"female",2012-03-19,"a;b;c",2012-03-31,"ord2"
"764",215,"male",2012-01-25,"a;b",2012-02-05,"ord1"
"765",215,"male",2012-02-06,"a",2012-02-10,"ord2"
"766",215,"male",2012-02-11,"a;b;c",2012-03-07,"ord3"
"767",215,"male",2012-03-08,"a;b;c",2012-03-29,"ord4"
"768",215,"male",2012-03-30,"nopurch",2012-04-01,"ord5"
"769",216,"male",2012-03-11,"a;b",2012-03-21,"ord1"
"770",216,"male",2012-03-22,"a;b;c",2012-03-31,"ord2"
"771",217,"male",2012-03-07,"a;b",2012-03-31,"ord1"
"772",218,"female",2012-02-02,"a;b;c",2012-03-02,"ord1"
"773",218,"female",2012-03-03,"nopurch",2012-04-01,"ord2"
"774",219,"female",2012-01-24,"a;b;c",2012-02-22,"ord1"
"775",219,"female",2012-02-23,"nopurch",2012-04-01,"ord2"
"776",220,"male",2012-01-05,"a;b;c",2012-02-17,"ord1"
"777",220,"male",2012-02-18,"a;b;c",2012-02-18,"ord2"
"778",220,"male",2012-02-19,"a;c",2012-03-23,"ord3"
"779",220,"male",2012-03-24,"nopurch",2012-04-01,"ord4"
"780",221,"female",2012-01-28,"a",2012-02-06,"ord1"
"781",221,"female",2012-02-07,"a",2012-03-23,"ord2"
"782",221,"female",2012-03-24,"a;b",2012-03-31,"ord3"
"783",222,"male",2012-02-23,"a;c",2012-03-11,"ord1"
"784",222,"male",2012-03-12,"a;b;c",2012-03-31,"ord2"
"785",223,"female",2012-01-09,"a;c",2012-01-15,"ord1"
"786",223,"female",2012-01-16,"a;b;c",2012-02-20,"ord2"
"787",223,"female",2012-02-21,"b",2012-03-25,"ord3"
"788",223,"female",2012-03-26,"a;b;c",2012-03-31,"ord4"
"789",224,"male",2012-02-22,"c",2012-02-27,"ord1"
"790",224,"male",2012-02-28,"a;b",2012-03-27,"ord2"
"791",224,"male",2012-03-28,"a;b",2012-03-31,"ord3"
"792",225,"male",2012-01-02,"a",2012-01-19,"ord1"
"793",225,"male",2012-01-20,"a;b",2012-02-20,"ord2"
"794",225,"male",2012-02-21,"a;b",2012-03-29,"ord3"
"795",225,"male",2012-03-30,"nopurch",2012-04-01,"ord4"
"796",226,"male",2012-01-10,"a",2012-01-12,"ord1"
"797",226,"male",2012-01-13,"a;b",2012-02-25,"ord2"
"798",226,"male",2012-02-26,"a;b;c",2012-03-17,"ord3"
"799",226,"male",2012-03-18,"a;b",2012-03-31,"ord4"
"800",227,"male",2012-03-22,"a",2012-03-24,"ord1"
"801",227,"male",2012-03-25,"a;c",2012-03-28,"ord2"
"802",227,"male",2012-03-29,"nopurch",2012-04-01,"ord3"
"803",228,"female",2012-02-15,"a",2012-03-29,"ord1"
"804",228,"female",2012-03-30,"a;b;c",2012-03-31,"ord2"
"805",229,"male",2012-02-15,"a",2012-03-03,"ord1"
"806",229,"male",2012-03-04,"a;c",2012-03-17,"ord2"
"807",229,"male",2012-03-18,"a",2012-03-31,"ord3"
"808",230,"female",2012-03-07,"a;c",2012-03-09,"ord1"
"809",230,"female",2012-03-10,"a;b;c",2012-03-13,"ord2"
"810",230,"female",2012-03-14,"nopurch",2012-04-01,"ord3"
"811",231,"male",2012-01-16,"a;b;c",2012-02-04,"ord1"
"812",231,"male",2012-02-05,"a;b",2012-03-05,"ord2"
"813",231,"male",2012-03-06,"nopurch",2012-04-01,"ord3"
"814",232,"male",2012-01-18,"a;c",2012-02-04,"ord1"
"815",232,"male",2012-02-05,"a",2012-02-28,"ord2"
"816",232,"male",2012-02-29,"a;c",2012-03-31,"ord3"
"817",233,"male",2012-01-20,"a",2012-02-18,"ord1"
"818",233,"male",2012-02-19,"nopurch",2012-04-01,"ord2"
"819",234,"female",2012-01-13,"a;b",2012-01-17,"ord1"
"820",234,"female",2012-01-18,"a;b",2012-01-19,"ord2"
"821",234,"female",2012-01-20,"a;c",2012-03-06,"ord3"
"822",234,"female",2012-03-07,"a;b",2012-03-08,"ord4"
"823",234,"female",2012-03-09,"a;b;c",2012-03-29,"ord5"
"824",234,"female",2012-03-30,"nopurch",2012-04-01,"ord6"
"825",236,"female",2012-01-12,"a;b;c",2012-02-12,"ord1"
"826",236,"female",2012-02-13,"a;b;c",2012-02-17,"ord2"
"827",236,"female",2012-02-18,"a;c",2012-03-16,"ord3"
"828",236,"female",2012-03-17,"nopurch",2012-04-01,"ord4"
"829",237,"female",2012-01-08,"a;b",2012-02-09,"ord1"
"830",237,"female",2012-02-10,"b",2012-03-17,"ord2"
"831",237,"female",2012-03-18,"a;c",2012-03-31,"ord3"
"832",238,"female",2012-01-11,"a;b;c",2012-01-15,"ord1"
"833",238,"female",2012-01-16,"a;b",2012-01-19,"ord2"
"834",238,"female",2012-01-20,"a;c",2012-01-29,"ord3"
"835",238,"female",2012-01-30,"a;b;c",2012-02-06,"ord4"
"836",238,"female",2012-02-07,"a;b",2012-02-15,"ord5"
"837",238,"female",2012-02-16,"a;b;c",2012-02-26,"ord6"
"838",238,"female",2012-02-27,"nopurch",2012-04-01,"ord7"
"839",239,"female",2012-01-06,"a;c",2012-02-04,"ord1"
