"","orderId","clientId","product","sex","orderdate"
"831",167,176,"a","female",2012-01-02
"832",167,176,"a","female",2012-01-02
"833",168,215,"a","male",2012-03-08
"834",168,215,"b","male",2012-03-08
"835",168,215,"a","male",2012-03-08
"836",168,215,"a","male",2012-03-08
"837",168,215,"c","male",2012-03-08
"838",169,193,"a","male",2012-01-27
"839",169,193,"a","male",2012-01-27
"840",169,193,"a","male",2012-01-27
"841",169,193,"c","male",2012-01-27
"842",169,193,"b","male",2012-01-27
"843",169,193,"a","male",2012-01-27
"844",169,193,"b","male",2012-01-27
"845",169,193,"b","male",2012-01-27
"846",170,173,"c","female",2012-03-14
"847",170,173,"a","female",2012-03-14
"848",170,173,"a","female",2012-03-14
"849",170,173,"a","female",2012-03-14
"850",170,173,"b","female",2012-03-14
"851",170,173,"a","female",2012-03-14
"852",171,113,"b","female",2012-01-16
"853",171,113,"b","female",2012-01-16
"854",171,113,"a","female",2012-01-16
"855",172,215,"a","male",2012-02-06
"856",172,215,"a","male",2012-02-06
"857",173,198,"b","female",2012-02-04
"858",173,198,"b","female",2012-02-04
"859",173,198,"b","female",2012-02-04
"860",173,198,"b","female",2012-02-04
"861",174,32,"a","female",2012-02-12
"863",174,32,"a","female",2012-02-12
"865",174,32,"a","female",2012-02-12
"866",174,32,"a","female",2012-02-12
"868",175,161,"c","female",2012-03-08
"869",175,161,"b","female",2012-03-08
"870",175,161,"c","female",2012-03-08
"871",176,291,"a","male",2012-02-06
"872",176,291,"b","male",2012-02-06
"874",176,291,"a","male",2012-02-06
"875",176,291,"b","male",2012-02-06
"876",176,291,"b","male",2012-02-06
"879",177,172,"a","female",2012-02-28
"880",177,172,"c","female",2012-02-28
"881",178,225,"a","male",2012-01-20
"882",178,225,"b","male",2012-01-20
"883",178,225,"b","male",2012-01-20
"884",178,225,"a","male",2012-01-20
"885",178,225,"a","male",2012-01-20
"886",178,225,"a","male",2012-01-20
"887",178,225,"a","male",2012-01-20
"888",178,225,"a","male",2012-01-20
"889",179,270,"b","female",2012-03-23
"890",179,270,"b","female",2012-03-23
"891",179,270,"b","female",2012-03-23
"892",180,136,"a","male",2012-03-17
"894",180,136,"b","male",2012-03-17
"895",180,136,"a","male",2012-03-17
"897",180,136,"b","male",2012-03-17
"898",180,136,"b","male",2012-03-17
"899",181,262,"a","male",2012-02-27
"900",181,262,"a","male",2012-02-27
"901",181,262,"c","male",2012-02-27
"902",181,262,"a","male",2012-02-27
"903",182,85,"c","male",2012-01-20
"904",182,85,"a","male",2012-01-20
"905",182,85,"a","male",2012-01-20
"906",182,85,"b","male",2012-01-20
"907",182,85,"b","male",2012-01-20
"909",182,85,"a","male",2012-01-20
"910",183,108,"c","female",2012-02-24
"911",183,108,"a","female",2012-02-24
"912",183,108,"a","female",2012-02-24
"913",183,108,"a","female",2012-02-24
"914",183,108,"a","female",2012-02-24
"915",183,108,"a","female",2012-02-24
"916",184,96,"b","male",2012-02-25
"917",184,96,"a","male",2012-02-25
"918",184,96,"a","male",2012-02-25
"920",184,96,"a","male",2012-02-25
"923",185,31,"a","female",2012-02-09
"924",185,31,"b","female",2012-02-09
"925",185,31,"a","female",2012-02-09
"926",186,85,"a","male",2012-01-10
"927",186,85,"a","male",2012-01-10
"929",187,176,"c","female",2012-03-16
"931",187,176,"a","female",2012-03-16
"932",188,18,"a","male",2012-01-16
"933",188,18,"b","male",2012-01-16
"935",188,18,"a","male",2012-01-16
"936",188,18,"b","male",2012-01-16
"938",189,229,"c","male",2012-03-04
"939",189,229,"a","male",2012-03-04
"940",189,229,"c","male",2012-03-04
"942",189,229,"a","male",2012-03-04
"943",190,26,"a","female",2012-01-29
"944",190,26,"c","female",2012-01-29
"945",190,26,"a","female",2012-01-29
"946",191,108,"b","female",2012-02-14
"947",191,108,"c","female",2012-02-14
"948",191,108,"b","female",2012-02-14
"949",191,108,"a","female",2012-02-14
"950",191,108,"a","female",2012-02-14
"951",191,108,"b","female",2012-02-14
"952",192,198,"a","female",2012-03-23
"953",192,198,"b","female",2012-03-23
"954",192,198,"a","female",2012-03-23
"955",192,198,"a","female",2012-03-23
"956",192,198,"a","female",2012-03-23
"957",192,198,"b","female",2012-03-23
"958",192,198,"c","female",2012-03-23
"959",193,13,"a","male",2012-03-17
"960",193,13,"a","male",2012-03-17
"961",193,13,"a","male",2012-03-17
"962",194,143,"a","female",2012-03-21
"963",194,143,"a","female",2012-03-21
"964",194,143,"b","female",2012-03-21
"965",194,143,"b","female",2012-03-21
"967",194,143,"c","female",2012-03-21
"968",194,143,"b","female",2012-03-21
"969",194,143,"a","female",2012-03-21
"970",194,143,"a","female",2012-03-21
"971",195,157,"a","female",2012-02-09
"972",195,157,"a","female",2012-02-09
"973",195,157,"a","female",2012-02-09
"974",195,157,"a","female",2012-02-09
"975",196,254,"a","female",2012-03-15
"976",196,254,"a","female",2012-03-15
"977",197,234,"a","female",2012-03-07
"978",197,234,"a","female",2012-03-07
"979",197,234,"b","female",2012-03-07
"980",198,154,"a","female",2012-03-10
"981",198,154,"c","female",2012-03-10
"983",198,154,"a","female",2012-03-10
"984",198,154,"a","female",2012-03-10
"985",198,154,"b","female",2012-03-10
"986",199,297,"a","female",2012-03-31
"987",199,297,"a","female",2012-03-31
"988",199,297,"a","female",2012-03-31
"989",199,297,"a","female",2012-03-31
"991",199,297,"c","female",2012-03-31
"992",199,297,"a","female",2012-03-31
"993",200,96,"c","male",2012-01-23
"995",200,96,"a","male",2012-01-23
"996",201,247,"a","female",2012-01-24
"997",201,247,"a","female",2012-01-24
"998",201,247,"a","female",2012-01-24
"999",201,247,"b","female",2012-01-24
"1000",201,247,"b","female",2012-01-24
"1002",202,61,"a","female",2012-01-11
"1003",202,61,"a","female",2012-01-11
"1004",202,61,"a","female",2012-01-11
"1005",202,61,"b","female",2012-01-11
"1006",202,61,"a","female",2012-01-11
"1007",202,61,"a","female",2012-01-11
"1008",202,61,"a","female",2012-01-11
"1009",203,210,"a","male",2012-03-28
"1010",203,210,"a","male",2012-03-28
"1011",203,210,"c","male",2012-03-28
"1012",203,210,"b","male",2012-03-28
"1013",203,210,"b","male",2012-03-28
"1014",203,210,"b","male",2012-03-28
"1016",203,210,"b","male",2012-03-28
"1017",204,12,"c","male",2012-02-10
"1018",204,12,"b","male",2012-02-10
"1019",204,12,"a","male",2012-02-10
"1020",204,12,"c","male",2012-02-10
"1021",204,12,"b","male",2012-02-10
"1022",204,12,"a","male",2012-02-10
"1024",205,295,"b","male",2012-03-27
"1025",205,295,"a","male",2012-03-27
"1027",206,27,"a","female",2012-01-25
"1028",206,27,"a","female",2012-01-25
"1029",206,27,"a","female",2012-01-25
"1030",207,78,"b","female",2012-03-07
"1031",207,78,"a","female",2012-03-07
"1032",208,190,"a","male",2012-03-01
"1033",208,190,"a","male",2012-03-01
"1034",208,190,"a","male",2012-03-01
"1035",209,289,"a","female",2012-01-21
"1036",209,289,"a","female",2012-01-21
"1037",209,289,"b","female",2012-01-21
"1038",209,289,"a","female",2012-01-21
"1039",209,289,"b","female",2012-01-21
"1040",209,289,"b","female",2012-01-21
"1041",210,17,"b","female",2012-03-29
"1044",210,17,"b","female",2012-03-29
"1045",210,17,"a","female",2012-03-29
"1046",210,17,"b","female",2012-03-29
"1047",210,17,"a","female",2012-03-29
"1048",210,17,"a","female",2012-03-29
"1049",210,17,"c","female",2012-03-29
"1050",211,140,"a","male",2012-02-11
"1051",211,140,"a","male",2012-02-11
"1052",211,140,"a","male",2012-02-11
"1053",212,118,"a","female",2012-02-11
"1054",212,118,"c","female",2012-02-11
"1055",212,118,"c","female",2012-02-11
"1057",213,88,"a","male",2012-01-14
"1058",213,88,"c","male",2012-01-14
"1059",213,88,"c","male",2012-01-14
"1062",213,88,"b","male",2012-01-14
"1063",213,88,"b","male",2012-01-14
"1064",213,88,"a","male",2012-01-14
"1065",214,34,"a","female",2012-02-17
"1066",214,34,"a","female",2012-02-17
"1067",214,34,"c","female",2012-02-17
"1068",214,34,"b","female",2012-02-17
"1069",214,34,"a","female",2012-02-17
"1070",214,34,"c","female",2012-02-17
"1071",214,34,"a","female",2012-02-17
"1072",215,109,"a","female",2012-01-08
"1073",215,109,"b","female",2012-01-08
"1074",215,109,"a","female",2012-01-08
"1075",216,101,"b","female",2012-03-24
"1076",216,101,"a","female",2012-03-24
"1078",217,281,"a","female",2012-01-18
"1079",217,281,"b","female",2012-01-18
"1080",217,281,"b","female",2012-01-18
"1081",217,281,"a","female",2012-01-18
"1084",218,118,"a","female",2012-01-12
"1085",218,118,"a","female",2012-01-12
"1086",218,118,"b","female",2012-01-12
"1087",218,118,"b","female",2012-01-12
"1088",218,118,"b","female",2012-01-12
"1089",218,118,"b","female",2012-01-12
"1090",219,160,"b","female",2012-01-30
"1091",219,160,"a","female",2012-01-30
"1093",219,160,"a","female",2012-01-30
"1094",220,99,"a","female",2012-01-17
"1095",220,99,"a","female",2012-01-17
"1097",220,99,"b","female",2012-01-17
"1098",220,99,"a","female",2012-01-17
"1099",220,99,"a","female",2012-01-17
"1100",220,99,"b","female",2012-01-17
"1101",220,99,"b","female",2012-01-17
"1102",220,99,"a","female",2012-01-17
"1103",221,229,"a","male",2012-03-18
"1104",221,229,"a","male",2012-03-18
"1106",222,156,"c","male",2012-02-19
"1107",222,156,"b","male",2012-02-19
"1108",222,156,"a","male",2012-02-19
"1109",222,156,"b","male",2012-02-19
"1110",222,156,"b","male",2012-02-19
"1111",223,292,"a","male",2012-03-12
"1112",223,292,"b","male",2012-03-12
"1113",223,292,"c","male",2012-03-12
"1114",223,292,"c","male",2012-03-12
"1115",223,292,"a","male",2012-03-12
"1116",224,181,"c","male",2012-02-13
"1117",224,181,"b","male",2012-02-13
"1118",224,181,"b","male",2012-02-13
"1119",224,181,"b","male",2012-02-13
"1120",224,181,"c","male",2012-02-13
"1121",224,181,"c","male",2012-02-13
"1122",225,285,"b","female",2012-02-21
"1125",225,285,"a","female",2012-02-21
"1126",225,285,"a","female",2012-02-21
"1127",226,168,"c","female",2012-01-07
"1128",227,115,"a","male",2012-03-01
"1129",227,115,"c","male",2012-03-01
"1130",227,115,"a","male",2012-03-01
"1131",227,115,"a","male",2012-03-01
"1132",227,115,"a","male",2012-03-01
"1133",227,115,"a","male",2012-03-01
"1134",228,246,"c","female",2012-01-05
"1135",228,246,"c","female",2012-01-05
"1136",228,246,"a","female",2012-01-05
"1137",228,246,"c","female",2012-01-05
"1138",228,246,"a","female",2012-01-05
"1139",229,101,"a","female",2012-03-20
"1140",229,101,"c","female",2012-03-20
"1142",229,101,"a","female",2012-03-20
"1143",229,101,"a","female",2012-03-20
"1144",229,101,"a","female",2012-03-20
"1145",230,272,"b","female",2012-03-30
"1146",230,272,"a","female",2012-03-30
"1147",230,272,"b","female",2012-03-30
"1148",230,272,"a","female",2012-03-30
"1149",230,272,"a","female",2012-03-30
"1150",231,87,"b","female",2012-03-21
"1151",231,87,"a","female",2012-03-21
"1152",231,87,"b","female",2012-03-21
"1153",231,87,"a","female",2012-03-21
"1154",231,87,"b","female",2012-03-21
"1156",231,87,"a","female",2012-03-21
"1157",231,87,"a","female",2012-03-21
"1158",231,87,"a","female",2012-03-21
"1159",231,87,"a","female",2012-03-21
"1160",232,294,"a","female",2012-01-09
"1161",232,294,"a","female",2012-01-09
"1162",232,294,"a","female",2012-01-09
"1163",232,294,"a","female",2012-01-09
"1165",232,294,"a","female",2012-01-09
"1166",232,294,"a","female",2012-01-09
"1167",232,294,"a","female",2012-01-09
"1169",233,155,"a","female",2012-01-05
"1170",233,155,"b","female",2012-01-05
"1171",233,155,"a","female",2012-01-05
"1172",233,155,"b","female",2012-01-05
"1173",233,155,"b","female",2012-01-05
"1175",234,180,"c","female",2012-03-14
"1176",234,180,"a","female",2012-03-14
"1177",234,180,"b","female",2012-03-14
"1178",234,180,"a","female",2012-03-14
"1179",234,180,"b","female",2012-03-14
"1180",234,180,"b","female",2012-03-14
"1181",235,91,"a","male",2012-03-13
"1182",235,91,"c","male",2012-03-13
"1183",235,91,"b","male",2012-03-13
"1184",235,91,"c","male",2012-03-13
"1185",235,91,"a","male",2012-03-13
"1186",235,91,"a","male",2012-03-13
"1189",236,232,"a","male",2012-02-05
"1190",236,232,"a","male",2012-02-05
"1191",236,232,"a","male",2012-02-05
"1192",236,232,"a","male",2012-02-05
"1193",236,232,"a","male",2012-02-05
"1194",236,232,"a","male",2012-02-05
"1196",237,19,"a","female",2012-03-31
"1197",237,19,"b","female",2012-03-31
"1198",237,19,"b","female",2012-03-31
"1200",237,19,"b","female",2012-03-31
"1203",239,246,"a","female",2012-01-12
"1204",239,246,"a","female",2012-01-12
"1206",239,246,"a","female",2012-01-12
"1207",239,246,"a","female",2012-01-12
"1208",239,246,"a","female",2012-01-12
"1209",239,246,"a","female",2012-01-12
"1210",240,11,"a","male",2012-01-29
"1213",240,11,"a","male",2012-01-29
"1214",240,11,"b","male",2012-01-29
"1215",240,11,"c","male",2012-01-29
"1216",240,11,"c","male",2012-01-29
"1217",241,265,"a","female",2012-02-13
"1218",241,265,"b","female",2012-02-13
"1219",241,265,"b","female",2012-02-13
"1220",242,60,"a","female",2012-03-22
"1221",242,60,"b","female",2012-03-22
"1222",242,60,"b","female",2012-03-22
"1223",243,67,"a","female",2012-02-06
"1224",243,67,"a","female",2012-02-06
"1225",243,67,"a","female",2012-02-06
"1226",243,67,"c","female",2012-02-06
"1227",243,67,"b","female",2012-02-06
"1228",244,136,"c","male",2012-02-15
"1229",244,136,"a","male",2012-02-15
"1232",244,136,"a","male",2012-02-15
"1233",244,136,"c","male",2012-02-15
"1234",244,136,"c","male",2012-02-15
"1235",244,136,"a","male",2012-02-15
"1236",244,136,"a","male",2012-02-15
"1237",244,136,"b","male",2012-02-15
"1240",245,173,"c","female",2012-03-15
"1241",245,173,"a","female",2012-03-15
"1242",245,173,"a","female",2012-03-15
"1243",245,173,"a","female",2012-03-15
"1244",246,240,"a","female",2012-03-13
"1245",246,240,"b","female",2012-03-13
"1246",246,240,"c","female",2012-03-13
"1248",246,240,"a","female",2012-03-13
"1249",246,240,"a","female",2012-03-13
"1251",247,126,"a","male",2012-02-14
"1252",247,126,"b","male",2012-02-14
"1253",247,126,"c","male",2012-02-14
"1254",247,126,"a","male",2012-02-14
"1255",248,105,"a","female",2012-01-28
"1256",248,105,"a","female",2012-01-28
"1257",248,105,"a","female",2012-01-28
"1258",248,105,"b","female",2012-01-28
"1259",248,105,"b","female",2012-01-28
"1260",248,105,"a","female",2012-01-28
"1261",248,105,"b","female",2012-01-28
"1262",248,105,"a","female",2012-01-28
"1263",249,43,"c","male",2012-01-19
"1264",249,43,"a","male",2012-01-19
"1265",249,43,"b","male",2012-01-19
"1266",249,43,"c","male",2012-01-19
"1267",250,142,"b","male",2012-03-09
"1269",250,142,"c","male",2012-03-09
"1271",250,142,"a","male",2012-03-09
"1273",251,298,"a","female",2012-03-17
"1276",251,298,"a","female",2012-03-17
"1277",251,298,"a","female",2012-03-17
"1278",252,121,"b","female",2012-02-09
"1279",252,121,"b","female",2012-02-09
"1280",252,121,"a","female",2012-02-09
"1281",252,121,"b","female",2012-02-09
"1282",253,150,"a","female",2012-02-07
"1283",253,150,"a","female",2012-02-07
"1285",254,55,"a","female",2012-03-21
"1287",255,211,"a","male",2012-02-29
"1288",255,211,"a","male",2012-02-29
"1290",256,46,"a","female",2012-01-16
"1292",256,46,"a","female",2012-01-16
"1293",256,46,"a","female",2012-01-16
"1294",257,115,"a","male",2012-03-12
"1295",257,115,"a","male",2012-03-12
"1296",257,115,"a","male",2012-03-12
"1298",257,115,"a","male",2012-03-12
"1299",257,115,"a","male",2012-03-12
"1300",257,115,"a","male",2012-03-12
"1301",258,39,"a","male",2012-02-10
"1302",258,39,"a","male",2012-02-10
"1303",258,39,"a","male",2012-02-10
"1304",258,39,"c","male",2012-02-10
"1305",259,292,"a","male",2012-02-04
"1306",259,292,"b","male",2012-02-04
"1307",259,292,"c","male",2012-02-04
"1308",259,292,"b","male",2012-02-04
"1309",259,292,"b","male",2012-02-04
"1310",260,35,"b","female",2012-01-10
"1311",260,35,"c","female",2012-01-10
"1312",260,35,"b","female",2012-01-10
"1313",260,35,"a","female",2012-01-10
"1314",260,35,"a","female",2012-01-10
"1318",261,168,"c","female",2012-03-28
"1320",261,168,"a","female",2012-03-28
"1321",262,129,"a","male",2012-03-29
"1322",262,129,"a","male",2012-03-29
"1323",262,129,"b","male",2012-03-29
"1324",262,129,"a","male",2012-03-29
"1325",263,144,"b","male",2012-02-09
"1326",263,144,"a","male",2012-02-09
"1327",264,179,"a","female",2012-01-07
"1328",264,179,"a","female",2012-01-07
"1329",264,179,"a","female",2012-01-07
"1330",264,179,"c","female",2012-01-07
"1331",264,179,"a","female",2012-01-07
"1332",264,179,"b","female",2012-01-07
"1333",265,88,"a","male",2012-01-24
"1334",265,88,"a","male",2012-01-24
"1335",265,88,"a","male",2012-01-24
"1336",265,88,"a","male",2012-01-24
"1337",265,88,"c","male",2012-01-24
"1338",265,88,"a","male",2012-01-24
"1339",265,88,"c","male",2012-01-24
"1340",266,57,"a","male",2012-02-12
"1342",266,57,"b","male",2012-02-12
"1343",266,57,"c","male",2012-02-12
"1344",266,57,"a","male",2012-02-12
"1345",266,57,"a","male",2012-02-12
"1346",267,88,"a","male",2012-02-23
"1347",267,88,"b","male",2012-02-23
"1348",267,88,"b","male",2012-02-23
"1349",267,88,"a","male",2012-02-23
"1350",268,5,"a","male",2012-02-13
"1351",268,5,"c","male",2012-02-13
"1352",268,5,"a","male",2012-02-13
"1353",268,5,"a","male",2012-02-13
"1354",269,147,"a","male",2012-03-09
"1355",269,147,"c","male",2012-03-09
"1356",269,147,"c","male",2012-03-09
"1357",269,147,"c","male",2012-03-09
"1359",269,147,"a","male",2012-03-09
"1360",270,33,"a","female",2012-03-26
"1361",270,33,"a","female",2012-03-26
"1362",270,33,"a","female",2012-03-26
"1363",270,33,"b","female",2012-03-26
"1364",270,33,"c","female",2012-03-26
"1365",271,37,"a","male",2012-03-04
"1366",271,37,"b","male",2012-03-04
"1367",271,37,"b","male",2012-03-04
"1368",272,221,"b","female",2012-03-24
"1369",272,221,"a","female",2012-03-24
"1370",272,221,"a","female",2012-03-24
"1371",272,221,"b","female",2012-03-24
"1373",272,221,"b","female",2012-03-24
"1374",272,221,"a","female",2012-03-24
"1375",273,263,"a","female",2012-01-23
"1376",273,263,"a","female",2012-01-23
"1377",274,94,"b","male",2012-03-20
"1378",274,94,"a","male",2012-03-20
"1379",274,94,"a","male",2012-03-20
"1380",274,94,"b","male",2012-03-20
"1381",274,94,"b","male",2012-03-20
"1382",274,94,"b","male",2012-03-20
"1383",275,146,"a","female",2012-01-28
"1384",275,146,"a","female",2012-01-28
"1385",275,146,"a","female",2012-01-28
"1386",275,146,"a","female",2012-01-28
"1387",275,146,"a","female",2012-01-28
"1388",275,146,"a","female",2012-01-28
"1389",275,146,"b","female",2012-01-28
"1390",275,146,"a","female",2012-01-28
"1391",275,146,"a","female",2012-01-28
"1392",276,59,"b","female",2012-02-09
"1393",276,59,"a","female",2012-02-09
"1394",276,59,"a","female",2012-02-09
"1395",276,59,"c","female",2012-02-09
"1396",276,59,"b","female",2012-02-09
"1399",277,52,"a","male",2012-03-12
"1400",277,52,"a","male",2012-03-12
"1402",278,147,"a","male",2012-02-21
"1403",278,147,"a","male",2012-02-21
"1404",278,147,"a","male",2012-02-21
"1405",278,147,"b","male",2012-02-21
"1407",279,200,"b","female",2012-01-05
"1408",279,200,"b","female",2012-01-05
"1409",279,200,"b","female",2012-01-05
"1411",279,200,"a","female",2012-01-05
"1412",280,255,"b","male",2012-01-11
"1413",280,255,"c","male",2012-01-11
"1415",280,255,"a","male",2012-01-11
"1416",281,103,"a","female",2012-03-06
"1418",281,103,"c","female",2012-03-06
"1419",281,103,"a","female",2012-03-06
"1420",282,119,"a","female",2012-01-30
"1422",282,119,"a","female",2012-01-30
"1424",282,119,"c","female",2012-01-30
"1425",283,109,"a","female",2012-03-08
"1426",283,109,"a","female",2012-03-08
"1427",283,109,"a","female",2012-03-08
"1428",283,109,"c","female",2012-03-08
"1429",283,109,"a","female",2012-03-08
"1430",284,103,"c","female",2012-03-16
"1431",284,103,"a","female",2012-03-16
"1432",284,103,"a","female",2012-03-16
"1433",284,103,"a","female",2012-03-16
"1434",284,103,"a","female",2012-03-16
"1435",285,149,"a","female",2012-01-05
"1436",285,149,"b","female",2012-01-05
"1438",285,149,"a","female",2012-01-05
"1440",285,149,"a","female",2012-01-05
"1442",286,10,"a","male",2012-01-24
"1443",286,10,"a","male",2012-01-24
"1446",287,32,"c","female",2012-01-04
"1448",287,32,"a","female",2012-01-04
"1449",287,32,"b","female",2012-01-04
"1450",288,40,"b","female",2012-02-29
"1452",288,40,"b","female",2012-02-29
"1453",288,40,"a","female",2012-02-29
"1454",289,110,"b","female",2012-01-13
"1456",289,110,"a","female",2012-01-13
"1457",289,110,"c","female",2012-01-13
"1458",289,110,"a","female",2012-01-13
"1459",289,110,"a","female",2012-01-13
"1460",289,110,"c","female",2012-01-13
"1461",289,110,"b","female",2012-01-13
"1462",289,110,"b","female",2012-01-13
"1463",290,120,"a","female",2012-02-15
"1465",290,120,"a","female",2012-02-15
"1466",290,120,"b","female",2012-02-15
"1467",291,238,"b","female",2012-02-07
"1468",291,238,"b","female",2012-02-07
"1470",291,238,"a","female",2012-02-07
"1471",292,90,"a","female",2012-01-08
"1472",292,90,"a","female",2012-01-08
"1473",292,90,"a","female",2012-01-08
"1474",292,90,"b","female",2012-01-08
"1475",292,90,"b","female",2012-01-08
"1476",293,93,"a","female",2012-02-12
"1477",294,296,"a","female",2012-01-28
"1478",294,296,"b","female",2012-01-28
"1479",294,296,"c","female",2012-01-28
"1480",295,178,"a","female",2012-03-03
"1481",295,178,"a","female",2012-03-03
"1482",295,178,"b","female",2012-03-03
"1483",295,178,"b","female",2012-03-03
"1484",295,178,"b","female",2012-03-03
"1485",295,178,"a","female",2012-03-03
"1487",295,178,"a","female",2012-03-03
"1489",296,20,"b","male",2012-01-20
"1490",296,20,"b","male",2012-01-20
"1491",296,20,"a","male",2012-01-20
"1492",296,20,"a","male",2012-01-20
"1493",297,93,"a","female",2012-02-05
"1494",297,93,"c","female",2012-02-05
"1495",298,111,"b","male",2012-02-15
"1496",298,111,"a","male",2012-02-15
"1497",298,111,"a","male",2012-02-15
"1498",299,48,"a","male",2012-01-11
"1499",299,48,"b","male",2012-01-11
"1500",299,48,"a","male",2012-01-11
"1501",299,48,"a","male",2012-01-11
"1502",299,48,"b","male",2012-01-11
"1504",300,123,"c","female",2012-02-03
"1505",300,123,"a","female",2012-02-03
"1506",300,123,"c","female",2012-02-03
"1507",300,123,"c","female",2012-02-03
"1508",301,166,"b","female",2012-02-18
"1509",301,166,"a","female",2012-02-18
"1510",301,166,"a","female",2012-02-18
"1511",301,166,"b","female",2012-02-18
"1514",302,99,"a","female",2012-01-14
"1516",303,9,"b","male",2012-03-07
"1517",303,9,"a","male",2012-03-07
"1518",303,9,"a","male",2012-03-07
"1519",303,9,"a","male",2012-03-07
"1520",303,9,"b","male",2012-03-07
"1521",305,260,"a","male",2012-02-12
"1522",305,260,"a","male",2012-02-12
"1523",305,260,"b","male",2012-02-12
"1524",306,109,"b","female",2012-03-07
"1525",306,109,"a","female",2012-03-07
"1526",306,109,"a","female",2012-03-07
"1527",307,223,"a","female",2012-01-09
"1528",307,223,"a","female",2012-01-09
"1529",307,223,"c","female",2012-01-09
"1530",307,223,"a","female",2012-01-09
"1531",308,98,"a","female",2012-02-24
"1532",308,98,"c","female",2012-02-24
"1533",308,98,"a","female",2012-02-24
"1534",308,98,"b","female",2012-02-24
"1535",309,83,"b","female",2012-03-28
"1536",309,83,"a","female",2012-03-28
"1537",309,83,"b","female",2012-03-28
"1538",309,83,"a","female",2012-03-28
"1539",309,83,"c","female",2012-03-28
"1540",310,32,"a","female",2012-02-25
"1541",310,32,"a","female",2012-02-25
"1542",310,32,"c","female",2012-02-25
"1543",310,32,"a","female",2012-02-25
"1544",311,114,"a","female",2012-02-22
"1545",311,114,"b","female",2012-02-22
"1546",311,114,"a","female",2012-02-22
"1547",311,114,"a","female",2012-02-22
"1548",311,114,"a","female",2012-02-22
"1549",312,131,"a","male",2012-03-28
"1550",312,131,"a","male",2012-03-28
"1551",312,131,"b","male",2012-03-28
"1552",312,131,"a","male",2012-03-28
"1553",312,131,"c","male",2012-03-28
"1554",313,179,"a","female",2012-03-03
"1555",313,179,"a","female",2012-03-03
"1556",313,179,"c","female",2012-03-03
"1557",313,179,"b","female",2012-03-03
"1559",313,179,"b","female",2012-03-03
"1560",313,179,"b","female",2012-03-03
"1561",313,179,"c","female",2012-03-03
"1562",313,179,"a","female",2012-03-03
"1563",313,179,"c","female",2012-03-03
"1564",314,188,"b","male",2012-03-17
"1566",314,188,"a","male",2012-03-17
"1567",314,188,"a","male",2012-03-17
"1568",315,125,"a","female",2012-01-05
"1569",315,125,"b","female",2012-01-05
"1571",315,125,"b","female",2012-01-05
"1572",315,125,"a","female",2012-01-05
"1573",315,125,"a","female",2012-01-05
"1574",315,125,"a","female",2012-01-05
"1575",316,202,"b","female",2012-02-28
"1576",316,202,"b","female",2012-02-28
"1577",316,202,"a","female",2012-02-28
"1578",316,202,"a","female",2012-02-28
"1579",316,202,"c","female",2012-02-28
"1581",316,202,"c","female",2012-02-28
"1582",316,202,"a","female",2012-02-28
"1583",316,202,"c","female",2012-02-28
"1584",317,143,"b","female",2012-01-25
"1585",318,64,"a","male",2012-01-07
"1586",318,64,"a","male",2012-01-07
"1587",319,189,"c","male",2012-01-10
"1588",319,189,"a","male",2012-01-10
"1589",320,4,"c","female",2012-01-05
"1590",320,4,"a","female",2012-01-05
"1591",320,4,"a","female",2012-01-05
"1592",320,4,"a","female",2012-01-05
"1594",321,111,"b","male",2012-01-07
"1595",321,111,"a","male",2012-01-07
"1596",321,111,"a","male",2012-01-07
"1597",321,111,"a","male",2012-01-07
"1598",321,111,"c","male",2012-01-07
"1600",322,70,"a","female",2012-01-17
"1601",322,70,"a","female",2012-01-17
"1602",322,70,"c","female",2012-01-17
"1603",322,70,"b","female",2012-01-17
"1604",322,70,"a","female",2012-01-17
"1605",323,96,"a","male",2012-02-14
"1606",323,96,"b","male",2012-02-14
"1607",323,96,"b","male",2012-02-14
"1609",323,96,"a","male",2012-02-14
"1610",324,256,"a","female",2012-02-09
"1612",324,256,"b","female",2012-02-09
"1613",324,256,"b","female",2012-02-09
"1614",324,256,"a","female",2012-02-09
"1615",324,256,"a","female",2012-02-09
"1616",324,256,"a","female",2012-02-09
"1617",325,11,"a","male",2012-01-22
"1618",325,11,"a","male",2012-01-22
"1619",325,11,"a","male",2012-01-22
"1620",326,276,"b","female",2012-03-12
"1621",327,295,"b","male",2012-01-19
"1622",327,295,"a","male",2012-01-19
"1623",327,295,"c","male",2012-01-19
"1624",328,295,"a","male",2012-01-17
"1625",328,295,"a","male",2012-01-17
"1626",328,295,"a","male",2012-01-17
"1627",328,295,"a","male",2012-01-17
"1629",328,295,"a","male",2012-01-17
"1630",328,295,"a","male",2012-01-17
"1631",328,295,"c","male",2012-01-17
"1632",328,295,"a","male",2012-01-17
"1633",329,116,"a","male",2012-02-24
"1634",329,116,"a","male",2012-02-24
"1635",330,253,"a","female",2012-01-26
"1636",330,253,"b","female",2012-01-26
"1638",330,253,"b","female",2012-01-26
"1639",330,253,"a","female",2012-01-26
"1640",331,106,"a","male",2012-02-12
"1641",331,106,"b","male",2012-02-12
"1642",331,106,"b","male",2012-02-12
"1643",331,106,"b","male",2012-02-12
"1644",332,206,"c","female",2012-01-09
"1646",332,206,"a","female",2012-01-09
"1647",332,206,"a","female",2012-01-09
