"","clientId","sex","orderdate","cart"
"660",202,"female",2012-02-08,"a;b"
"661",202,"female",2012-02-28,"a;b;c"
"662",202,"female",2012-02-29,"a;b"
"663",203,"male",2012-03-09,"a;b"
"664",203,"male",2012-03-15,"a"
"665",203,"male",2012-03-29,"a;b;c"
"666",204,"male",2012-01-03,"a"
"667",204,"male",2012-01-22,"a;b;c"
"668",204,"male",2012-02-17,"a;c"
"669",204,"male",2012-02-27,"b"
"670",206,"female",2012-01-09,"a;c"
"671",206,"female",2012-02-02,"a;b;c"
"672",206,"female",2012-02-16,"a;b"
"673",206,"female",2012-02-29,"a;b;c"
"674",206,"female",2012-03-21,"a;b;c"
"675",207,"male",2012-01-05,"a;b"
"676",207,"male",2012-01-16,"a;c"
"677",208,"female",2012-01-31,"a"
"678",208,"female",2012-02-02,"a;b;c"
"679",208,"female",2012-02-25,"a;b;c"
"680",209,"male",2012-01-06,"a;b;c"
"681",209,"male",2012-01-31,"a;b"
"682",210,"male",2012-01-19,"a"
"683",210,"male",2012-03-28,"a;b;c"
"684",210,"male",2012-03-29,"a;b"
"685",211,"male",2012-01-05,"a;c"
"686",211,"male",2012-01-24,"a;b;c"
"687",211,"male",2012-02-03,"a;b;c"
"688",211,"male",2012-02-29,"a"
"689",212,"female",2012-02-23,"a;b"
"690",212,"female",2012-02-27,"a;b"
"691",212,"female",2012-02-28,"a;b;c"
"692",213,"female",2012-02-11,"a;b;c"
"693",213,"female",2012-03-27,"a;b;c"
"694",213,"female",2012-03-28,"a;b;c"
"695",214,"female",2012-01-13,"a;b;c"
"696",214,"female",2012-03-19,"a;b;c"
"697",215,"male",2012-01-25,"a;b"
"698",215,"male",2012-02-06,"a"
"699",215,"male",2012-02-11,"a;b;c"
"700",215,"male",2012-03-08,"a;b;c"
"701",216,"male",2012-03-11,"a;b"
"702",216,"male",2012-03-22,"a;b;c"
"703",217,"male",2012-03-07,"a;b"
"704",218,"female",2012-02-02,"a;b;c"
"705",219,"female",2012-01-24,"a;b;c"
"706",220,"male",2012-01-05,"a;b;c"
"707",220,"male",2012-02-18,"a;b;c"
"708",220,"male",2012-02-19,"a;c"
"709",221,"female",2012-01-28,"a"
"710",221,"female",2012-02-07,"a"
"711",221,"female",2012-03-24,"a;b"
"712",222,"male",2012-02-23,"a;c"
"713",222,"male",2012-03-12,"a;b;c"
"714",223,"female",2012-01-09,"a;c"
"715",223,"female",2012-01-16,"a;b;c"
"716",223,"female",2012-02-21,"b"
"717",223,"female",2012-03-26,"a;b;c"
"718",224,"male",2012-02-22,"c"
"719",224,"male",2012-02-28,"a;b"
"720",224,"male",2012-03-28,"a;b"
"721",225,"male",2012-01-02,"a"
"722",225,"male",2012-01-20,"a;b"
"723",225,"male",2012-02-21,"a;b"
"724",226,"male",2012-01-10,"a"
"725",226,"male",2012-01-13,"a;b"
"726",226,"male",2012-02-26,"a;b;c"
"727",226,"male",2012-03-18,"a;b"
"728",227,"male",2012-03-22,"a"
"729",227,"male",2012-03-25,"a;c"
"730",228,"female",2012-02-15,"a"
"731",228,"female",2012-03-30,"a;b;c"
"732",229,"male",2012-02-15,"a"
"733",229,"male",2012-03-04,"a;c"
"734",229,"male",2012-03-18,"a"
"735",230,"female",2012-03-07,"a;c"
"736",230,"female",2012-03-10,"a;b;c"
"737",231,"male",2012-01-16,"a;b;c"
"738",231,"male",2012-02-05,"a;b"
"739",232,"male",2012-01-18,"a;c"
"740",232,"male",2012-02-05,"a"
"741",232,"male",2012-02-29,"a;c"
"742",233,"male",2012-01-20,"a"
"743",234,"female",2012-01-13,"a;b"
"744",234,"female",2012-01-18,"a;b"
"745",234,"female",2012-01-20,"a;c"
"746",234,"female",2012-03-07,"a;b"
"747",234,"female",2012-03-09,"a;b;c"
"748",236,"female",2012-01-12,"a;b;c"
"749",236,"female",2012-02-13,"a;b;c"
"750",236,"female",2012-02-18,"a;c"
"751",237,"female",2012-01-08,"a;b"
"752",237,"female",2012-02-10,"b"
"753",237,"female",2012-03-18,"a;c"
"754",238,"female",2012-01-11,"a;b;c"
"755",238,"female",2012-01-16,"a;b"
"756",238,"female",2012-01-20,"a;c"
"757",238,"female",2012-01-30,"a;b;c"
"758",238,"female",2012-02-07,"a;b"
"759",238,"female",2012-02-16,"a;b;c"
"760",239,"female",2012-01-06,"a;c"
"761",240,"female",2012-01-22,"a;c"
"762",240,"female",2012-03-13,"a;b;c"
"763",240,"female",2012-03-16,"a;b"
"764",241,"male",2012-01-26,"b;c"
"765",241,"male",2012-02-16,"a;b;c"
"766",241,"male",2012-02-19,"c"
"767",241,"male",2012-03-18,"a;b"
"768",242,"female",2012-01-03,"a;c"
"769",242,"female",2012-01-28,"a;b"
"770",242,"female",2012-02-08,"a;c"
"771",242,"female",2012-03-12,"a;b;c"
"772",243,"female",2012-01-09,"a;b;c"
"773",243,"female",2012-01-19,"a;c"
"774",244,"female",2012-02-12,"a"
"775",244,"female",2012-03-07,"a;b"
"776",244,"female",2012-03-23,"a;b"
"777",245,"female",2012-01-22,"a"
"778",246,"female",2012-01-05,"a;c"
"779",246,"female",2012-01-12,"a"
"780",246,"female",2012-02-21,"a;b;c"
"781",247,"female",2012-01-24,"a;b"
"782",247,"female",2012-03-20,"a;b"
"783",247,"female",2012-03-30,"a;c"
"784",248,"male",2012-01-16,"b"
"785",249,"female",2012-01-29,"a"
"786",249,"female",2012-03-13,"a;b"
"787",249,"female",2012-03-19,"a;b"
"788",250,"female",2012-01-09,"a;b"
"789",250,"female",2012-01-28,"a;b;c"
"790",250,"female",2012-02-14,"a;b"
"791",250,"female",2012-03-18,"a"
"792",251,"female",2012-02-03,"a;c"
"793",251,"female",2012-02-07,"a;b;c"
"794",251,"female",2012-02-10,"a;b;c"
"795",251,"female",2012-02-24,"a"
"796",251,"female",2012-02-27,"a;b"
"797",251,"female",2012-03-14,"a"
"798",251,"female",2012-03-30,"a"
"799",252,"female",2012-02-22,"a;b"
"800",252,"female",2012-03-10,"a;b"
"801",253,"female",2012-01-25,"a;b"
"802",253,"female",2012-01-26,"a;b"
"803",254,"female",2012-01-12,"a;c"
"804",254,"female",2012-01-19,"a;b;c"
"805",254,"female",2012-02-04,"a;b"
"806",254,"female",2012-02-18,"a"
"807",254,"female",2012-02-21,"a;b"
"808",254,"female",2012-02-24,"a;b;c"
"809",254,"female",2012-02-26,"a"
"810",254,"female",2012-03-15,"a"
"811",254,"female",2012-03-25,"a;b;c"
"812",255,"male",2012-01-11,"a;b;c"
"813",256,"female",2012-02-09,"a;b"
"814",256,"female",2012-03-01,"a;c"
"815",256,"female",2012-03-18,"a;b"
"816",257,"female",2012-02-01,"a;c"
"817",257,"female",2012-02-02,"a;b;c"
"818",257,"female",2012-02-08,"a;b"
"819",257,"female",2012-03-07,"a;b;c"
"820",257,"female",2012-03-12,"a;b;c"
"821",258,"female",2012-01-18,"a;b"
"822",259,"female",2012-01-04,"a;b"
"823",259,"female",2012-01-21,"a;c"
"824",259,"female",2012-03-01,"a;b"
"825",259,"female",2012-03-11,"a"
"826",259,"female",2012-03-25,"a;b"
"827",260,"male",2012-02-11,"a;b"
"828",260,"male",2012-02-12,"a;b"
"829",261,"female",2012-01-13,"b;c"
"830",261,"female",2012-01-31,"a;b;c"
"831",261,"female",2012-02-12,"a;b"
"832",261,"female",2012-02-18,"a;b"
"833",261,"female",2012-03-10,"a"
"834",262,"male",2012-01-19,"a;b"
"835",262,"male",2012-02-27,"a;c"
"836",262,"male",2012-03-30,"a;b"
"837",263,"female",2012-01-11,"a;b;c"
"838",263,"female",2012-01-23,"a"
"839",263,"female",2012-01-29,"a;b;c"
"840",263,"female",2012-02-10,"a;b"
"841",263,"female",2012-02-26,"a;c"
"842",263,"female",2012-03-02,"a;b"
"843",264,"male",2012-03-24,"a;c"
"844",264,"male",2012-03-31,"a"
"845",265,"female",2012-01-20,"a;b;c"
"846",265,"female",2012-02-10,"a;b;c"
"847",265,"female",2012-02-13,"a;b"
"848",265,"female",2012-02-21,"a;c"
"849",265,"female",2012-03-09,"a;c"
"850",265,"female",2012-03-24,"a;b;c"
"851",266,"female",2012-01-03,"a;b"
"852",266,"female",2012-02-11,"a;b"
"853",266,"female",2012-02-16,"a;b"
"854",266,"female",2012-03-28,"a;b"
"855",267,"female",2012-01-14,"a;b"
"856",267,"female",2012-03-05,"a;b"
"857",267,"female",2012-03-23,"a;b;c"
"858",268,"female",2012-01-14,"a"
"859",268,"female",2012-02-03,"b"
"860",268,"female",2012-02-07,"b"
"861",268,"female",2012-03-28,"a;b"
"862",269,"male",2012-01-30,"a"
"863",269,"male",2012-02-19,"a;b"
"864",270,"female",2012-02-13,"a;b"
"865",270,"female",2012-03-23,"b"
"866",271,"female",2012-02-23,"a;b;c"
"867",272,"female",2012-01-30,"a;b"
"868",272,"female",2012-02-10,"a;b;c"
"869",272,"female",2012-02-12,"a;b"
"870",272,"female",2012-02-22,"a;b;c"
"871",272,"female",2012-03-26,"a;b"
"872",272,"female",2012-03-28,"a"
"873",272,"female",2012-03-29,"a"
"874",272,"female",2012-03-30,"a;b"
"875",273,"female",2012-01-14,"a;c"
"876",273,"female",2012-01-16,"a"
"877",273,"female",2012-03-09,"a;b"
"878",273,"female",2012-03-16,"a;b;c"
"879",274,"male",2012-01-07,"a"
"880",274,"male",2012-01-08,"a;c"
"881",274,"male",2012-03-04,"a;b;c"
"882",275,"male",2012-02-09,"b;c"
"883",275,"male",2012-02-10,"a;b;c"
"884",275,"male",2012-02-23,"a;b"
"885",275,"male",2012-02-27,"b;c"
"886",275,"male",2012-03-18,"a;b"
"887",276,"female",2012-02-09,"a;c"
"888",276,"female",2012-02-22,"a;b;c"
"889",276,"female",2012-03-12,"b"
"890",276,"female",2012-03-22,"b;c"
"891",277,"female",2012-01-06,"a"
"892",277,"female",2012-02-20,"a;b;c"
"893",277,"female",2012-02-22,"a;b;c"
"894",278,"female",2012-02-07,"a;c"
"895",278,"female",2012-03-01,"a;b"
"896",279,"female",2012-01-08,"a;b;c"
"897",279,"female",2012-01-09,"a;b;c"
"898",279,"female",2012-01-10,"a;b;c"
"899",279,"female",2012-01-25,"a;b"
"900",279,"female",2012-01-30,"a;b"
"901",279,"female",2012-02-12,"a;b;c"
"902",279,"female",2012-02-15,"a;b"
"903",279,"female",2012-02-21,"a;b;c"
"904",279,"female",2012-03-02,"a;b"
"905",279,"female",2012-03-30,"a;b;c"
"906",280,"male",2012-02-16,"a;b"
"907",281,"female",2012-01-18,"a;b"
"908",281,"female",2012-03-08,"a;b;c"
"909",281,"female",2012-03-24,"a;b;c"
"910",281,"female",2012-03-29,"a"
"911",282,"female",2012-01-10,"a;b;c"
"912",282,"female",2012-02-04,"a;b;c"
"913",282,"female",2012-03-22,"b;c"
"914",282,"female",2012-03-23,"a;b"
"915",283,"male",2012-01-11,"a;b"
"916",284,"female",2012-01-24,"a;b"
"917",285,"female",2012-02-21,"a;b"
"918",285,"female",2012-03-08,"a;c"
"919",285,"female",2012-03-18,"a;c"
"920",285,"female",2012-03-25,"a;b"
"921",286,"female",2012-01-02,"a;b"
"922",286,"female",2012-01-10,"a;b;c"
"923",286,"female",2012-01-18,"a"
"924",286,"female",2012-02-15,"a;b;c"
"925",286,"female",2012-03-15,"a;b;c"
"926",287,"male",2012-02-23,"a"
"927",288,"female",2012-02-08,"a"
"928",288,"female",2012-02-16,"a;b;c"
"929",289,"female",2012-01-21,"a;b"
"930",289,"female",2012-01-22,"a;b"
"931",289,"female",2012-02-14,"a;c"
"932",290,"female",2012-01-05,"a"
"933",290,"female",2012-02-28,"a;b;c"
"934",290,"female",2012-03-10,"b"
"935",291,"male",2012-01-09,"a"
"936",291,"male",2012-01-21,"a;b"
"937",291,"male",2012-02-03,"a;b;c"
"938",291,"male",2012-02-06,"a;b"
"939",291,"male",2012-02-26,"a"
"940",291,"male",2012-03-28,"a;b"
"941",292,"male",2012-01-10,"a;b;c"
"942",292,"male",2012-01-11,"a;c"
"943",292,"male",2012-02-04,"a;b;c"
"944",292,"male",2012-02-06,"a;c"
"945",292,"male",2012-03-12,"a;b;c"
"946",292,"male",2012-03-20,"a"
"947",293,"female",2012-01-19,"a;c"
"948",293,"female",2012-02-29,"a;c"
"949",293,"female",2012-03-02,"a;b;c"
"950",294,"female",2012-01-09,"a"
"951",295,"male",2012-01-17,"a;c"
"952",295,"male",2012-01-19,"a;b;c"
"953",295,"male",2012-01-28,"a;b;c"
"954",295,"male",2012-03-10,"a;b;c"
"955",295,"male",2012-03-27,"a;b"
"956",296,"female",2012-01-05,"a;b"
"957",296,"female",2012-01-09,"a;c"
"958",296,"female",2012-01-28,"a;b;c"
"959",296,"female",2012-02-04,"a;b;c"
"960",296,"female",2012-02-28,"a;c"
"961",296,"female",2012-03-10,"a;b"
"962",297,"female",2012-01-21,"a;b;c"
"963",297,"female",2012-01-30,"a;b"
"964",297,"female",2012-02-22,"a;b"
"965",297,"female",2012-03-12,"a;b;c"
"966",297,"female",2012-03-31,"a;c"
"967",298,"female",2012-01-22,"a;b;c"
"968",298,"female",2012-02-06,"a;b;c"
"969",298,"female",2012-02-21,"a;c"
"970",298,"female",2012-03-17,"a"
"971",298,"female",2012-03-30,"a;b"
"972",299,"female",2012-02-07,"a;b;c"
"973",299,"female",2012-03-10,"a;b;c"
"974",299,"female",2012-03-29,"a;b"
"975",300,"female",2012-01-08,"a;b"
